,ParkName,ParkType,State,Year,Month,RecVisitors2018,UnitCode,Gross Acres 2018,VisitorDensity2018,DailyAcreagePerVisitor2018,DailyVisitors2018
0,Acadia NP,National Park,ME,2018,1,11974,ACAD,49075.26,0.24399259399999998,127.05303669995821,386.258064516129
1,Acadia NP,National Park,ME,2018,2,12167,ACAD,49075.26,0.24792532899999997,112.9372303868154,434.5357142857143
2,Acadia NP,National Park,ME,2018,3,23756,ACAD,49075.26,0.48407283,64.03995035209887,766.3225806451613
3,Acadia NP,National Park,ME,2018,4,72858,ACAD,49075.26,1.484617708,20.207222262231024,2428.6
4,Acadia NP,National Park,ME,2018,5,249050,ACAD,49075.26,5.074858493,6.108544709721426,8033.870967741936
5,Acadia NP,National Park,ME,2018,6,499163,ACAD,49075.26,10.17137759,2.949452985551783,16638.766666666666
6,Acadia NP,National Park,ME,2018,7,759165,ACAD,49075.26,15.46940352,2.0039557414040488,24489.1935483871
7,Acadia NP,National Park,ME,2018,8,767219,ACAD,49075.26,15.6335188,1.9829189062669628,24749.0
8,Acadia NP,National Park,ME,2018,9,600397,ACAD,49075.26,12.23420925,2.45214050102993,20013.233333333334
9,Acadia NP,National Park,ME,2018,10,488204,ACAD,49075.26,9.948067519,3.1161831120257797,15748.516129032258
10,Acadia NP,National Park,ME,2018,11,40930,ACAD,49075.26,0.834025128,35.97013925940131,1364.3333333333333
11,Acadia NP,National Park,ME,2018,12,12692,ACAD,49075.26,0.258623184,119.86551058779014,409.4193548387097
12,African Burial Ground NM,National Monument,NY,2018,1,1172,AFBG,0.35,3348.571429,0.009257679179702515,37.806451612903224
13,African Burial Ground NM,National Monument,NY,2018,2,2067,AFBG,0.35,5905.714286,0.004741170778677253,73.82142857142857
14,African Burial Ground NM,National Monument,NY,2018,3,1569,AFBG,0.35,4482.857143,0.006915232632029469,50.61290322580645
15,African Burial Ground NM,National Monument,NY,2018,4,2781,AFBG,0.35,7945.714286,0.0037756202803388844,92.7
16,African Burial Ground NM,National Monument,NY,2018,5,6335,AFBG,0.35,18100.0,0.001712707182320442,204.3548387096774
17,African Burial Ground NM,National Monument,NY,2018,6,6432,AFBG,0.35,18377.14286,0.001632462686313361,214.4
18,African Burial Ground NM,National Monument,NY,2018,7,6146,AFBG,0.35,17560.0,0.0017653758542141228,198.25806451612902
19,African Burial Ground NM,National Monument,NY,2018,8,4031,AFBG,0.35,11517.14286,0.002691639790947249,130.03225806451613
20,African Burial Ground NM,National Monument,NY,2018,9,3527,AFBG,0.35,10077.14286,0.0029770343059322274,117.56666666666666
21,African Burial Ground NM,National Monument,NY,2018,10,8190,AFBG,0.35,23400.0,0.0013247863247863247,264.19354838709677
22,African Burial Ground NM,National Monument,NY,2018,11,1856,AFBG,0.35,5302.857143,0.00565732758605449,61.86666666666667
23,African Burial Ground NM,National Monument,NY,2018,12,929,AFBG,0.35,2654.285714,0.011679224974346524,29.967741935483872
24,Agate Fossil Beds NM,National Monument,NE,2018,1,76,AGFO,3057.87,0.024853902,1247.2890574687226,2.4516129032258065
25,Agate Fossil Beds NM,National Monument,NE,2018,2,96,AGFO,3057.87,0.031394402,891.8787495936377,3.4285714285714284
26,Agate Fossil Beds NM,National Monument,NE,2018,3,426,AGFO,3057.87,0.139312659,222.52105603698226,13.741935483870968
27,Agate Fossil Beds NM,National Monument,NE,2018,4,428,AGFO,3057.87,0.139966709,214.3366820177218,14.266666666666667
28,Agate Fossil Beds NM,National Monument,NE,2018,5,1876,AGFO,3057.87,0.613498939,50.5298347386384,60.516129032258064
29,Agate Fossil Beds NM,National Monument,NE,2018,6,3174,AGFO,3057.87,1.037977416,28.90236293927228,105.8
30,Agate Fossil Beds NM,National Monument,NE,2018,7,4192,AGFO,3057.87,1.3708888869999998,22.61306535779074,135.2258064516129
31,Agate Fossil Beds NM,National Monument,NE,2018,8,2459,AGFO,3057.87,0.8041545259999999,38.54980479212027,79.3225806451613
32,Agate Fossil Beds NM,National Monument,NE,2018,9,2249,AGFO,3057.87,0.7354792720000001,40.78972874166873,74.96666666666667
33,Agate Fossil Beds NM,National Monument,NE,2018,10,983,AGFO,3057.87,0.321465595,96.43333682411644,31.70967741935484
34,Agate Fossil Beds NM,National Monument,NE,2018,11,224,AGFO,3057.87,0.073253605,409.53615866413674,7.466666666666667
35,Agate Fossil Beds NM,National Monument,NE,2018,12,55,AGFO,3057.87,0.017986376000000002,1723.5267404617805,1.7741935483870968
36,Alibates Flint Quarries NM,National Monument,TX,2018,1,206,ALFL,1370.97,0.150258576,206.31101947884824,6.645161290322581
37,Alibates Flint Quarries NM,National Monument,TX,2018,2,222,ALFL,1370.97,0.161929145,172.91513519694064,7.928571428571429
38,Alibates Flint Quarries NM,National Monument,TX,2018,3,787,ALFL,1370.97,0.574046113,54.00263027301432,25.387096774193548
39,Alibates Flint Quarries NM,National Monument,TX,2018,4,723,ALFL,1370.97,0.527363837,56.88672202223832,24.1
40,Alibates Flint Quarries NM,National Monument,TX,2018,5,836,ALFL,1370.97,0.609787231,50.837404301107775,26.967741935483872
41,Alibates Flint Quarries NM,National Monument,TX,2018,6,814,ALFL,1370.97,0.593740199,50.527149838476745,27.133333333333333
42,Alibates Flint Quarries NM,National Monument,TX,2018,7,695,ALFL,1370.97,0.506940342,61.151179797010506,22.419354838709676
43,Alibates Flint Quarries NM,National Monument,TX,2018,8,870,ALFL,1370.97,0.63458719,48.85065517947187,28.06451612903226
44,Alibates Flint Quarries NM,National Monument,TX,2018,9,762,ALFL,1370.97,0.555810849,53.97519687493541,25.4
45,Alibates Flint Quarries NM,National Monument,TX,2018,10,900,ALFL,1370.97,0.6564695070000001,47.222299999381384,29.032258064516128
46,Alibates Flint Quarries NM,National Monument,TX,2018,11,400,ALFL,1370.97,0.291764225,102.82275011612545,13.333333333333334
47,Alibates Flint Quarries NM,National Monument,TX,2018,12,200,ALFL,1370.97,0.145882113,212.50034951166356,6.451612903225806
48,Amistad NRA,National Recreation Area,TX,2018,1,61853,AMIS,58500.0,1.0573162390000002,29.319515634527196,1995.258064516129
49,Amistad NRA,National Recreation Area,TX,2018,2,66915,AMIS,58500.0,1.143846154,24.47881640558456,2389.8214285714284
50,Amistad NRA,National Recreation Area,TX,2018,3,122355,AMIS,58500.0,2.091538462,14.821625594375517,3946.935483870968
51,Amistad NRA,National Recreation Area,TX,2018,4,122647,AMIS,58500.0,2.096529915,14.309359377779256,4088.233333333333
52,Amistad NRA,National Recreation Area,TX,2018,5,128543,AMIS,58500.0,2.197316239,14.108119464000373,4146.548387096775
53,Amistad NRA,National Recreation Area,TX,2018,6,110865,AMIS,58500.0,1.895128205,15.830063591924644,3695.5
54,Amistad NRA,National Recreation Area,TX,2018,7,130668,AMIS,58500.0,2.233641026,13.878684909147976,4215.096774193548
55,Amistad NRA,National Recreation Area,TX,2018,8,100470,AMIS,58500.0,1.7174358969999999,18.050164232709058,3240.967741935484
56,Amistad NRA,National Recreation Area,TX,2018,9,77633,AMIS,58500.0,1.327059829,22.606365850593463,2587.766666666667
57,Amistad NRA,National Recreation Area,TX,2018,10,69516,AMIS,58500.0,1.188307692,26.087519426744567,2242.451612903226
58,Amistad NRA,National Recreation Area,TX,2018,11,59782,AMIS,58500.0,1.02191453,29.356662538108736,1992.7333333333333
59,Amistad NRA,National Recreation Area,TX,2018,12,60523,AMIS,58500.0,1.034581197,29.96381539688856,1952.3548387096773
60,Aniakchak NM & PRES,National Monument,AK,2018,1,0,ANIA,601293.93,1e-06,601293.93,0.0
61,Aniakchak NM & PRES,National Monument,AK,2018,2,0,ANIA,601293.93,1e-06,601293.93,0.0
62,Aniakchak NM & PRES,National Monument,AK,2018,3,0,ANIA,601293.93,1e-06,601293.93,0.0
63,Aniakchak NM & PRES,National Monument,AK,2018,4,0,ANIA,601293.93,1e-06,601293.93,0.0
64,Aniakchak NM & PRES,National Monument,AK,2018,5,0,ANIA,601293.93,1e-06,601293.93,0.0
65,Aniakchak NM & PRES,National Monument,AK,2018,6,20,ANIA,601293.93,3.3299999999999996e-05,601293.93,0.6666666666666666
66,Aniakchak NM & PRES,National Monument,AK,2018,7,35,ANIA,601293.93,5.8200000000000005e-05,532646.0481099655,1.1290322580645162
67,Aniakchak NM & PRES,National Monument,AK,2018,8,35,ANIA,601293.93,5.8200000000000005e-05,532646.0481099655,1.1290322580645162
68,Aniakchak NM & PRES,National Monument,AK,2018,9,10,ANIA,601293.93,1.66e-05,601293.93,0.3333333333333333
69,Aniakchak NM & PRES,National Monument,AK,2018,10,0,ANIA,601293.93,1e-06,601293.93,0.0
70,Aniakchak NM & PRES,National Monument,AK,2018,11,0,ANIA,601293.93,1e-06,601293.93,0.0
71,Aniakchak NM & PRES,National Monument,AK,2018,12,0,ANIA,601293.93,1e-06,601293.93,0.0
72,Apostle Islands NL,National Lakeshore,WI,2018,1,3831,APIS,69377.43,0.055219687,561.3939825482893,123.58064516129032
73,Apostle Islands NL,National Lakeshore,WI,2018,2,4990,APIS,69377.43,0.07192540900000001,389.2921901910908,178.21428571428572
74,Apostle Islands NL,National Lakeshore,WI,2018,3,3461,APIS,69377.43,0.049886541,621.4100913510921,111.64516129032258
75,Apostle Islands NL,National Lakeshore,WI,2018,4,4234,APIS,69377.43,0.061028492999999996,491.57366543525825,141.13333333333333
76,Apostle Islands NL,National Lakeshore,WI,2018,5,16245,APIS,69377.43,0.23415396,132.39152564406768,524.0322580645161
77,Apostle Islands NL,National Lakeshore,WI,2018,6,33439,APIS,69377.43,0.481986721,62.242378665033804,1114.6333333333334
78,Apostle Islands NL,National Lakeshore,WI,2018,7,64317,APIS,69377.43,0.92705942,33.43906477968802,2074.7419354838707
79,Apostle Islands NL,National Lakeshore,WI,2018,8,66013,APIS,69377.43,0.95150541,32.57995138461693,2129.451612903226
80,Apostle Islands NL,National Lakeshore,WI,2018,9,34295,APIS,69377.43,0.49432502799999994,60.68881464767753,1143.1666666666667
81,Apostle Islands NL,National Lakeshore,WI,2018,10,14030,APIS,69377.43,0.20222715100000002,153.29296707542497,452.5806451612903
82,Apostle Islands NL,National Lakeshore,WI,2018,11,3201,APIS,69377.43,0.046138924000000005,650.2102216341239,106.7
83,Apostle Islands NL,National Lakeshore,WI,2018,12,4864,APIS,69377.43,0.070109256,442.16700859013537,156.90322580645162
84,Arches NP,National Park,UT,2018,1,31810,ARCH,76678.98,0.414846416,74.72645008942297,1026.1290322580646
85,Arches NP,National Park,UT,2018,2,40325,ARCH,76678.98,0.525893798,53.24268912560935,1440.1785714285713
86,Arches NP,National Park,UT,2018,3,134951,ARCH,76678.98,1.7599477719999999,17.614159063806586,4353.258064516129
87,Arches NP,National Park,UT,2018,4,167156,ARCH,76678.98,2.1799455340000002,13.761811720567508,5571.866666666667
88,Arches NP,National Park,UT,2018,5,215255,ARCH,76678.98,2.8072230489999996,11.042941532929827,6943.709677419355
89,Arches NP,National Park,UT,2018,6,214443,ARCH,76678.98,2.796633445,10.727183447525423,7148.1
90,Arches NP,National Park,UT,2018,7,205493,ARCH,76678.98,2.679913061,11.56753942922031,6628.806451612903
91,Arches NP,National Park,UT,2018,8,183840,ARCH,76678.98,2.39752798,12.929984658614913,5930.322580645161
92,Arches NP,National Park,UT,2018,9,206254,ARCH,76678.98,2.689837554,11.15308987912212,6875.133333333333
93,Arches NP,National Park,UT,2018,10,147996,ARCH,76678.98,1.930072622,16.06157180131225,4774.064516129032
94,Arches NP,National Park,UT,2018,11,74155,ARCH,76678.98,0.9670838079999999,31.021096363966837,2471.8333333333335
95,Arches NP,National Park,UT,2018,12,41879,ARCH,76678.98,0.5461601079999999,56.75991260789777,1350.9354838709678
96,Assateague Island NS,National Seashore,MD,2018,1,38769,ASIS,41346.5,0.937660987,33.060989451190636,1250.6129032258063
97,Assateague Island NS,National Seashore,MD,2018,2,44515,ASIS,41346.5,1.076632847,26.007008868455973,1589.8214285714287
98,Assateague Island NS,National Seashore,MD,2018,3,64349,ASIS,41346.5,1.5563348769999998,19.918592366031003,2075.7741935483873
99,Assateague Island NS,National Seashore,MD,2018,4,117990,ASIS,41346.5,2.853687737,10.512712940182494,3933.0
100,Assateague Island NS,National Seashore,MD,2018,5,182378,ASIS,41346.5,4.410965862,7.027939224617831,5883.1612903225805
101,Assateague Island NS,National Seashore,MD,2018,6,300161,ASIS,41346.5,7.259647129,4.13243226108876,10005.366666666667
102,Assateague Island NS,National Seashore,MD,2018,7,482737,ASIS,41346.5,11.67540179,2.6551548766871176,15572.161290322581
103,Assateague Island NS,National Seashore,MD,2018,8,441014,ASIS,41346.5,10.66629582,2.9063510447434786,14226.258064516129
104,Assateague Island NS,National Seashore,MD,2018,9,226607,ASIS,41346.5,5.4806815570000005,5.473771772359879,7553.566666666667
105,Assateague Island NS,National Seashore,MD,2018,10,133813,ASIS,41346.5,3.236380347,9.57860222724928,4316.548387096775
106,Assateague Island NS,National Seashore,MD,2018,11,70767,ASIS,41346.5,1.7115596240000002,17.52787316277566,2358.9
107,Assateague Island NS,National Seashore,MD,2018,12,33789,ASIS,41346.5,0.8172154840000001,37.93369142770671,1089.967741935484
108,Aztec Ruins NM,National Monument,NM,2018,1,1779,AZRU,318.4,5.587311558,5.5482855534722635,57.38709677419355
109,Aztec Ruins NM,National Monument,NM,2018,2,1870,AZRU,318.4,5.873115577999999,4.767486630926302,66.78571428571429
110,Aztec Ruins NM,National Monument,NM,2018,3,3892,AZRU,318.4,12.22361809,2.5360739980383333,125.54838709677419
111,Aztec Ruins NM,National Monument,NM,2018,4,4952,AZRU,318.4,15.55276382,1.9289176089346673,165.06666666666666
112,Aztec Ruins NM,National Monument,NM,2018,5,5403,AZRU,318.4,16.96922111,1.8268369419579094,174.29032258064515
113,Aztec Ruins NM,National Monument,NM,2018,6,7315,AZRU,318.4,22.97424623,1.3058099795598823,243.83333333333334
114,Aztec Ruins NM,National Monument,NM,2018,7,7894,AZRU,318.4,24.79271357,1.2503673675120024,254.6451612903226
115,Aztec Ruins NM,National Monument,NM,2018,8,5426,AZRU,318.4,17.04145729,1.819093254318745,175.03225806451613
116,Aztec Ruins NM,National Monument,NM,2018,9,5743,AZRU,318.4,18.0370603,1.6632422080442897,191.43333333333334
117,Aztec Ruins NM,National Monument,NM,2018,10,5253,AZRU,318.4,16.49811558,1.8790024745359433,169.4516129032258
118,Aztec Ruins NM,National Monument,NM,2018,11,3190,AZRU,318.4,10.01884422,2.9943573671015717,106.33333333333333
119,Aztec Ruins NM,National Monument,NM,2018,12,2216,AZRU,318.4,6.959798995,4.454151624532656,71.48387096774194
120,Badlands NP,National Park,SD,2018,1,10610,BADL,242755.94,0.043706449,709.2774798520007,342.258064516129
121,Badlands NP,National Park,SD,2018,2,9456,BADL,242755.94,0.038952703,718.8204628572246,337.7142857142857
122,Badlands NP,National Park,SD,2018,3,16616,BADL,242755.94,0.068447347,452.9028714582612,536.0
123,Badlands NP,National Park,SD,2018,4,21343,BADL,242755.94,0.087919579,341.220924181177,711.4333333333333
124,Badlands NP,National Park,SD,2018,5,84527,BADL,242755.94,0.348197453,89.02994474230115,2726.6774193548385
125,Badlands NP,National Park,SD,2018,6,208645,BADL,242755.94,0.859484633,34.90463802160847,6954.833333333333
126,Badlands NP,National Park,SD,2018,7,263863,BADL,242755.94,1.086947656,28.520232624707,8511.709677419354
127,Badlands NP,National Park,SD,2018,8,217350,BADL,242755.94,0.895343694,34.623575513784765,7011.290322580645
128,Badlands NP,National Park,SD,2018,9,116826,BADL,242755.94,0.48124878,62.337820368084884,3894.2
129,Badlands NP,National Park,SD,2018,10,33527,BADL,242755.94,0.138109906,224.45891752326582,1081.516129032258
130,Badlands NP,National Park,SD,2018,11,16442,BADL,242755.94,0.067730577,442.93141043224836,548.0666666666667
131,Badlands NP,National Park,SD,2018,12,9737,BADL,242755.94,0.040110243999999996,772.8698932871115,314.0967741935484
132,Bandelier NM,National Monument,NM,2018,1,6840,BAND,33676.67,0.203107968,152.62818246500305,220.6451612903226
133,Bandelier NM,National Monument,NM,2018,2,7521,BAND,33676.67,0.223329682,125.37518411905498,268.60714285714283
134,Bandelier NM,National Monument,NM,2018,3,21175,BAND,33676.67,0.628773569,49.30232682856298,683.0645161290323
135,Bandelier NM,National Monument,NM,2018,4,20807,BAND,33676.67,0.617846123,48.55577931659207,693.5666666666667
136,Bandelier NM,National Monument,NM,2018,5,23897,BAND,33676.67,0.709601038,43.68652008651656,770.8709677419355
137,Bandelier NM,National Monument,NM,2018,6,18808,BAND,33676.67,0.5584875229999999,53.716508900414595,626.9333333333333
138,Bandelier NM,National Monument,NM,2018,7,21340,BAND,33676.67,0.633673104,48.92112321686924,688.3870967741935
139,Bandelier NM,National Monument,NM,2018,8,18637,BAND,33676.67,0.553409823,56.01635300210419,601.1935483870968
140,Bandelier NM,National Monument,NM,2018,9,20320,BAND,33676.67,0.603385073,49.71949314364295,677.3333333333334
141,Bandelier NM,National Monument,NM,2018,10,24705,BAND,33676.67,0.7335939090000001,42.25771182077794,796.9354838709677
142,Bandelier NM,National Monument,NM,2018,11,11555,BAND,33676.67,0.34311587200000004,87.43401995696661,385.1666666666667
143,Bandelier NM,National Monument,NM,2018,12,2836,BAND,33676.67,0.084212602,368.1159264025591,91.48387096774194
144,Belmont-Paul Women's Equality NM,National Monument,,2018,1,5,BEPA,0.34,14.70588235,0.34,0.16129032258064516
145,Belmont-Paul Women's Equality NM,National Monument,,2018,2,366,BEPA,0.34,1076.4705880000001,0.026010928967434083,13.071428571428571
146,Belmont-Paul Women's Equality NM,National Monument,,2018,3,1276,BEPA,0.34,3752.941176,0.008260188088810056,41.16129032258065
147,Belmont-Paul Women's Equality NM,National Monument,,2018,4,1058,BEPA,0.34,3111.764706,0.009640831757669534,35.266666666666666
148,Belmont-Paul Women's Equality NM,National Monument,,2018,5,765,BEPA,0.34,2250.0,0.013777777777777778,24.677419354838708
149,Belmont-Paul Women's Equality NM,National Monument,,2018,6,955,BEPA,0.34,2808.823529,0.010680628273817057,31.833333333333332
150,Belmont-Paul Women's Equality NM,National Monument,,2018,7,1053,BEPA,0.34,3097.0588239999997,0.010009496674642432,33.96774193548387
151,Belmont-Paul Women's Equality NM,National Monument,,2018,8,1070,BEPA,0.34,3147.0588239999997,0.009850467288246659,34.516129032258064
152,Belmont-Paul Women's Equality NM,National Monument,,2018,9,609,BEPA,0.34,1791.176471,0.016748768469056114,20.3
153,Belmont-Paul Women's Equality NM,National Monument,,2018,10,844,BEPA,0.34,2482.352941,0.012488151659655555,27.225806451612904
154,Belmont-Paul Women's Equality NM,National Monument,,2018,11,718,BEPA,0.34,2111.764706,0.014206128132913307,23.933333333333334
155,Belmont-Paul Women's Equality NM,National Monument,,2018,12,362,BEPA,0.34,1064.705882,0.02911602210909923,11.67741935483871
156,Bering Land Bridge NPRES,National Preserve,AK,2018,1,260,BELA,2697391.01,9.640000000000001e-05,321576.76348547713,8.387096774193548
157,Bering Land Bridge NPRES,National Preserve,AK,2018,2,127,BELA,2697391.01,4.71e-05,594479.83014862,4.535714285714286
158,Bering Land Bridge NPRES,National Preserve,AK,2018,3,292,BELA,2697391.01,0.000108253,286366.19770352787,9.419354838709678
159,Bering Land Bridge NPRES,National Preserve,AK,2018,4,216,BELA,2697391.01,8.01e-05,374531.8352059925,7.2
160,Bering Land Bridge NPRES,National Preserve,AK,2018,5,172,BELA,2697391.01,6.38e-05,485893.4169278996,5.548387096774194
161,Bering Land Bridge NPRES,National Preserve,AK,2018,6,148,BELA,2697391.01,5.489999999999999e-05,546448.087431694,4.933333333333334
162,Bering Land Bridge NPRES,National Preserve,AK,2018,7,438,BELA,2697391.01,0.00016237899999999998,190911.38632458632,14.129032258064516
163,Bering Land Bridge NPRES,National Preserve,AK,2018,8,156,BELA,2697391.01,5.7799999999999995e-05,536332.1799307959,5.032258064516129
164,Bering Land Bridge NPRES,National Preserve,AK,2018,9,61,BELA,2697391.01,2.26e-05,1327433.628318584,2.033333333333333
165,Bering Land Bridge NPRES,National Preserve,AK,2018,10,422,BELA,2697391.01,0.00015644700000000002,198150.17226281104,13.612903225806452
166,Bering Land Bridge NPRES,National Preserve,AK,2018,11,182,BELA,2697391.01,6.75e-05,444444.44444444444,6.066666666666666
167,Bering Land Bridge NPRES,National Preserve,AK,2018,12,168,BELA,2697391.01,6.23e-05,497592.29534510436,5.419354838709677
168,Big Bend NP,National Park,TX,2018,1,33434,BIBE,801163.21,0.041731821,742.8384205903691,1078.516129032258
169,Big Bend NP,National Park,TX,2018,2,42670,BIBE,801163.21,0.053260059000000005,525.7222865637456,1523.9285714285713
170,Big Bend NP,National Park,TX,2018,3,75897,BIBE,801163.21,0.094733506,327.23374557677624,2448.2903225806454
171,Big Bend NP,National Park,TX,2018,4,48454,BIBE,801163.21,0.060479562,496.03533835116065,1615.1333333333334
172,Big Bend NP,National Park,TX,2018,5,35993,BIBE,801163.21,0.044925927000000004,690.0247155723686,1161.0645161290322
173,Big Bend NP,National Park,TX,2018,6,20335,BIBE,801163.21,0.025381844,1181.9472218015364,677.8333333333334
174,Big Bend NP,National Park,TX,2018,7,19416,BIBE,801163.21,0.024234762000000003,1279.1542991014312,626.3225806451613
175,Big Bend NP,National Park,TX,2018,8,16895,BIBE,801163.21,0.021088087999999998,1470.0242146182245,545.0
176,Big Bend NP,National Park,TX,2018,9,21625,BIBE,801163.21,0.026992002999999997,1111.4403032631556,720.8333333333334
177,Big Bend NP,National Park,TX,2018,10,35547,BIBE,801163.21,0.044369237,698.6822874596648,1146.6774193548388
178,Big Bend NP,National Park,TX,2018,11,46998,BIBE,801163.21,0.058662204,511.4025378248659,1566.6
179,Big Bend NP,National Park,TX,2018,12,42827,BIBE,801163.21,0.053456024000000005,579.9159323933258,1381.516129032258
180,Big Cypress NPRES,National Preserve,FL,2018,1,58788,BICY,720564.01,0.08158609,379.9667320740582,1896.3870967741937
181,Big Cypress NPRES,National Preserve,FL,2018,2,114628,BICY,720564.01,0.15908094,176.011029353988,4093.8571428571427
182,Big Cypress NPRES,National Preserve,FL,2018,3,108822,BICY,720564.01,0.151023363,205.26625406957731,3510.3870967741937
183,Big Cypress NPRES,National Preserve,FL,2018,4,97916,BICY,720564.01,0.13588799699999998,220.770050794111,3263.866666666667
184,Big Cypress NPRES,National Preserve,FL,2018,5,60940,BICY,720564.01,0.084572639,366.5488078242421,1965.8064516129032
185,Big Cypress NPRES,National Preserve,FL,2018,6,43628,BICY,720564.01,0.060547015,495.4827252838146,1454.2666666666667
186,Big Cypress NPRES,National Preserve,FL,2018,7,46520,BICY,720564.01,0.064560538,480.16948061987955,1500.6451612903227
187,Big Cypress NPRES,National Preserve,FL,2018,8,31974,BICY,720564.01,0.044373573,698.6140151481604,1031.4193548387098
188,Big Cypress NPRES,National Preserve,FL,2018,9,38965,BICY,720564.01,0.054075696,554.7778802514165,1298.8333333333333
189,Big Cypress NPRES,National Preserve,FL,2018,10,42112,BICY,720564.01,0.058443108,530.4303802597219,1358.4516129032259
190,Big Cypress NPRES,National Preserve,FL,2018,11,72107,BICY,720564.01,0.100070221,299.7894848258604,2403.5666666666666
191,Big Cypress NPRES,National Preserve,FL,2018,12,77950,BICY,720564.01,0.10817914699999999,286.5616975145866,2514.516129032258
192,Big South Fork NRRA,National River,TN,2018,1,24956,BISO,123694.1,0.201755783,153.65110996595325,805.0322580645161
193,Big South Fork NRRA,National River,TN,2018,2,44368,BISO,123694.1,0.35869132,78.06154885487611,1584.5714285714287
194,Big South Fork NRRA,National River,TN,2018,3,63720,BISO,123694.1,0.515141789,60.17760675207036,2055.483870967742
195,Big South Fork NRRA,National River,TN,2018,4,68912,BISO,123694.1,0.557116305,53.848720151890014,2297.0666666666666
196,Big South Fork NRRA,National River,TN,2018,5,81649,BISO,123694.1,0.6600880720000001,46.963430055739586,2633.8387096774195
197,Big South Fork NRRA,National River,TN,2018,6,93029,BISO,123694.1,0.752089227,39.88888408848329,3100.9666666666667
198,Big South Fork NRRA,National River,TN,2018,7,84495,BISO,123694.1,0.683096445,45.38158590475463,2725.6451612903224
199,Big South Fork NRRA,National River,TN,2018,8,53724,BISO,123694.1,0.43432952700000005,71.37437837607573,1733.032258064516
200,Big South Fork NRRA,National River,TN,2018,9,71892,BISO,123694.1,0.5812079960000001,51.616633299036714,2396.4
201,Big South Fork NRRA,National River,TN,2018,10,90033,BISO,123694.1,0.7278681840000001,42.59012920394388,2904.2903225806454
202,Big South Fork NRRA,National River,TN,2018,11,41918,BISO,123694.1,0.33888439299999995,88.5257645960698,1397.2666666666667
203,Big South Fork NRRA,National River,TN,2018,12,42210,BISO,123694.1,0.341245055,90.8438072457929,1361.6129032258063
204,Big Thicket NPRES,National Preserve,TX,2018,1,11716,BITH,113121.96,0.10356963400000001,299.31553103682876,377.93548387096774
205,Big Thicket NPRES,National Preserve,TX,2018,2,7714,BITH,113121.96,0.06819188799999999,410.6060239892464,275.5
206,Big Thicket NPRES,National Preserve,TX,2018,3,16616,BITH,113121.96,0.146885715,211.04843313047834,536.0
207,Big Thicket NPRES,National Preserve,TX,2018,4,15860,BITH,113121.96,0.140202663,213.97596420832605,528.6666666666666
208,Big Thicket NPRES,National Preserve,TX,2018,5,23054,BITH,113121.96,0.203797742,152.11159699698734,743.6774193548387
209,Big Thicket NPRES,National Preserve,TX,2018,6,23344,BITH,113121.96,0.206361347,145.37606211690408,778.1333333333333
210,Big Thicket NPRES,National Preserve,TX,2018,7,24821,BITH,113121.96,0.219418051,141.28281542342202,800.6774193548387
211,Big Thicket NPRES,National Preserve,TX,2018,8,25615,BITH,113121.96,0.226437024,136.90340675030245,826.2903225806451
212,Big Thicket NPRES,National Preserve,TX,2018,9,18224,BITH,113121.96,0.161100462,186.21920525591045,607.4666666666667
213,Big Thicket NPRES,National Preserve,TX,2018,10,21434,BITH,113121.96,0.189476915,163.60832136199812,691.4193548387096
214,Big Thicket NPRES,National Preserve,TX,2018,11,20160,BITH,113121.96,0.17821473399999999,168.33624990849523,672.0
215,Big Thicket NPRES,National Preserve,TX,2018,12,12956,BITH,113121.96,0.114531255,270.66847385894795,417.93548387096774
216,Bighorn Canyon NRA,National Recreation Area,MT,2018,1,5842,BICA,120296.22,0.048563454000000006,638.3400982969621,188.4516129032258
217,Bighorn Canyon NRA,National Recreation Area,MT,2018,2,6200,BICA,120296.22,0.051539442000000005,543.2732469241712,221.42857142857142
218,Bighorn Canyon NRA,National Recreation Area,MT,2018,3,10566,BICA,120296.22,0.08783318400000001,352.94177653858014,340.83870967741933
219,Bighorn Canyon NRA,National Recreation Area,MT,2018,4,13281,BICA,120296.22,0.110402471,271.73304843874377,442.7
220,Bighorn Canyon NRA,National Recreation Area,MT,2018,5,25798,BICA,120296.22,0.21445395399999997,144.55317527043593,832.1935483870968
221,Bighorn Canyon NRA,National Recreation Area,MT,2018,6,39153,BICA,120296.22,0.325471573,92.17394847567839,1305.1
222,Bighorn Canyon NRA,National Recreation Area,MT,2018,7,52151,BICA,120296.22,0.43352151899999997,71.50740768649135,1682.2903225806451
223,Bighorn Canyon NRA,National Recreation Area,MT,2018,8,43021,BICA,120296.22,0.357625535,86.682848303883,1387.774193548387
224,Bighorn Canyon NRA,National Recreation Area,MT,2018,9,18549,BICA,120296.22,0.154194371,194.5596314926438,618.3
225,Bighorn Canyon NRA,National Recreation Area,MT,2018,10,10912,BICA,120296.22,0.09070941699999999,341.7506255166429,352.0
226,Bighorn Canyon NRA,National Recreation Area,MT,2018,11,4508,BICA,120296.22,0.037474162000000005,800.5515907200272,150.26666666666668
227,Bighorn Canyon NRA,National Recreation Area,MT,2018,12,5589,BICA,120296.22,0.046460312999999996,667.2361419519495,180.29032258064515
228,Biscayne NP,National Park,FL,2018,1,27638,BISC,172971.11,0.159783908,194.01202779443847,891.5483870967741
